Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Red Container
appliedenergistics2:facade:0, Cable Facade - Green Container
appliedenergistics2:facade:0, Cable Facade - Blue Container
appliedenergistics2:facade:0, Cable Facade - Yellow Container
appliedenergistics2:facade:0, Cable Facade - Steel Panel
appliedenergistics2:facade:0, Cable Facade - Silver Steel Panel
appliedenergistics2:facade:0, Cable Facade - Carbon Panel
appliedenergistics2:facade:0, Cable Facade - Dark Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Light)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Grey)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Dark)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Pipes)
appliedenergistics2:facade:0, Cable Facade - tile.techguns.concrete.5.name
appliedenergistics2:facade:0, Cable Facade - Ammo Crate
appliedenergistics2:facade:0, Cable Facade - Weapon Crate
appliedenergistics2:facade:0, Cable Facade - Armor Crate
appliedenergistics2:facade:0, Cable Facade - Medical Crate
appliedenergistics2:facade:0, Cable Facade - Explosives Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - tile.techguns.sand_hard.0.name
appliedenergistics2:facade:0, Cable Facade - tile.techguns.slimy.0.name
appliedenergistics2:facade:0, Cable Facade - Dark Marble
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.orevoidcrystal.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.blockfakebedrock.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.blockvoidbrick.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.blockrealityhole.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.ritualblock.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.cosmicmaterial.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.starforge.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.voidinfuserinert.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.creationforge.name
appliedenergistics2:facade:0, Cable Facade - tile.voidcraft.creationforge_ray.name
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone
appliedenergistics2:facade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Glowing Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Darkstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Chiseled Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Cracked Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - §3Block of Abyssalnite
appliedenergistics2:facade:0, Cable Facade - §bBlock of Refined Coralium
appliedenergistics2:facade:0, Cable Facade - §4Block of Dreadium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Ethaxium
appliedenergistics2:facade:0, Cable Facade - Coralium Infused Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Dreadlands Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreaded Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Log
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dreadstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Coralium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Iron Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Gold Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Tin Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pearlescent Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Liquified Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Solid lava
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bChiseled Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bCracked Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Chiseled Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Cracked Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Fused Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Abyssal Sand Glass
appliedenergistics2:facade:0, Cable Facade - Dreadlands Dirt
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Calcified Stone
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Psidust Block
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Machine Base
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Destination Analyzer
appliedenergistics2:facade:0, Cable Facade - Matter Booster
appliedenergistics2:facade:0, Cable Facade - Space Chamber Corner Block
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy (update)
appliedenergistics2:facade:0, Cable Facade - Antenna
appliedenergistics2:facade:0, Cable Facade - Antenna Base
appliedenergistics2:facade:0, Cable Facade - Antenna Dish
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Rune Stone
appliedenergistics2:facade:0, Cable Facade - Betweenlands Bedrock
appliedenergistics2:facade:0, Cable Facade - Betweenstone
appliedenergistics2:facade:0, Cable Facade - Corrupt Betweenstone
appliedenergistics2:facade:0, Cable Facade - Peat
appliedenergistics2:facade:0, Cable Facade - Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Pitstone
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Swamp Dirt
appliedenergistics2:facade:0, Cable Facade - Octine Ore
appliedenergistics2:facade:0, Cable Facade - Valonite Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Slimy Bone Ore
appliedenergistics2:facade:0, Cable Facade - Scabyst Ore
appliedenergistics2:facade:0, Cable Facade - Syrmorite Ore
appliedenergistics2:facade:0, Cable Facade - Aqua Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Crimson Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Green Middle Gem Ore
appliedenergistics2:facade:0, Cable Facade - Silt
appliedenergistics2:facade:0, Cable Facade - Solid Tar
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Log
appliedenergistics2:facade:0, Cable Facade - Rotten Bark
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Tarred Hearthgrove Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Spirit Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Sap Tree Log
appliedenergistics2:facade:0, Cable Facade - Weedwood Planks
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Planks
appliedenergistics2:facade:0, Cable Facade - Giant Root Planks
appliedenergistics2:facade:0, Cable Facade - Hearthgrove Planks
appliedenergistics2:facade:0, Cable Facade - Nibbletwig Planks
appliedenergistics2:facade:0, Cable Facade - Angry Betweenstone
appliedenergistics2:facade:0, Cable Facade - Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Chiseled Betweenstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Cragrock
appliedenergistics2:facade:0, Cable Facade - Chiseled Limestone
appliedenergistics2:facade:0, Cable Facade - Chiseled Pitstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Chiseled Scabyst
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Lined Pitstone
appliedenergistics2:facade:0, Cable Facade - Scabyst Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Cracked Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Bricks
appliedenergistics2:facade:0, Cable Facade - Cragrock Tiles
appliedenergistics2:facade:0, Cable Facade - Glowing Betweenstone Tile
appliedenergistics2:facade:0, Cable Facade - Inactive Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Glowing Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Limestone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Betweenstone Tiles
appliedenergistics2:facade:0, Cable Facade - Mossy Limestone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Mud Brick Shingles
appliedenergistics2:facade:0, Cable Facade - Rubber Block
appliedenergistics2:facade:0, Cable Facade - Pitstone Bricks
appliedenergistics2:facade:0, Cable Facade - Pitstone Tiles
appliedenergistics2:facade:0, Cable Facade - Polished Limestone
appliedenergistics2:facade:0, Cable Facade - Smooth Betweenstone
appliedenergistics2:facade:0, Cable Facade - Smooth Cragrock
appliedenergistics2:facade:0, Cable Facade - Block of Octine
